order_id,order_date,order_hour,order_weekday,is_weekend,is_holiday,is_sale_period,customer_city,customer_state,customer_zone,customer_tier,warehouse_id,warehouse_city,same_zone_delivery,product_category,product_weight_g,product_price_inr,discount_percent,final_price_inr,shipping_mode,payment_method,promised_days,actual_days,promised_date,actual_date,delay_days,is_delayed,delay_category,delivery_attempts,customer_rating,return_requested,weather_conditions,traffic_conditions
FK2023002646,2023-07-10,17,Monday,0,0,0,Mysuru,Karnataka,South,Tier3,WH002,Mumbai,0,Automotive,4402,9851.98,70,2955.59,Standard,UPI,6,9,2023-07-16,2023-07-19,3,1,Moderate Delay,2,3,0,Clear,Heavy
FK2023002647,2023-03-28,10,Tuesday,0,0,0,Pune,Maharashtra,West,Tier1,WH004,Kolkata,0,Toys,1574,392.14,25,294.11,Express,UPI,3,3,2023-03-31,2023-03-31,0,0,On Time,1,5,1,Storm,Light
FK2023002648,2023-07-27,10,Thursday,0,0,0,Bhubaneswar,Odisha,East,Tier2,WH005,Hyderabad,0,Books,531,693.05,30,485.13,Standard,UPI,7,7,2023-08-03,2023-08-03,0,0,On Time,1,5,0,Clear,Moderate
FK2023002649,2023-08-29,6,Tuesday,0,0,0,Amritsar,Punjab,North,Tier3,WH004,Kolkata,0,Fashion,300,2418.04,40,1450.82,Standard,UPI,7,9,2023-09-05,2023-09-07,2,1,Slight Delay,1,5,0,Fog,Heavy
FK2023002650,2023-01-12,10,Thursday,0,0,0,Nagpur,Maharashtra,West,Tier2,WH006,Bhopal,0,Toys,1876,1784.45,30,1249.12,Express,Cash on Delivery,3,3,2023-01-15,2023-01-15,0,0,On Time,1,5,0,Clear,Heavy
FK2023002651,2023-01-11,11,Wednesday,0,0,0,Surat,Gujarat,West,Tier2,WH008,Pune,1,Beauty,336,1492.79,5,1418.15,Standard,UPI,4,4,2023-01-15,2023-01-15,0,0,On Time,1,4,1,Clear,Light
FK2023002652,2023-05-11,10,Thursday,0,0,0,Bhubaneswar,Odisha,East,Tier2,WH005,Hyderabad,0,Toys,1444,4584.47,20,3667.58,Standard,Debit Card,6,9,2023-05-17,2023-05-20,3,1,Moderate Delay,2,3,0,Fog,Heavy
FK2023002653,2023-03-22,18,Wednesday,0,0,0,Chennai,Tamil Nadu,South,Tier1,WH004,Kolkata,0,Electronics,1648,18617.65,30,13032.35,Standard,Credit Card,6,9,2023-03-28,2023-03-31,3,1,Moderate Delay,2,1,1,Clear,Moderate
FK2023002654,2023-01-25,15,Wednesday,0,0,0,Bengaluru,Karnataka,South,Tier1,WH003,Bengaluru,1,Fashion,386,2264.54,60,905.82,Express,UPI,2,2,2023-01-27,2023-01-27,0,0,On Time,1,5,0,Clear,Heavy
FK2023002655,2023-12-23,14,Saturday,1,0,1,Bhopal,Madhya Pradesh,Central,Tier2,WH005,Hyderabad,0,Fashion,760,523.0,50,261.5,Standard,Cash on Delivery,6,8,2023-12-29,2023-12-31,2,1,Slight Delay,2,3,0,Fog,Moderate
FK2023002656,2023-08-20,10,Sunday,1,0,0,Hyderabad,Telangana,South,Tier1,WH003,Bengaluru,1,Beauty,224,199.19,20,159.35,Express,Net Banking,2,4,2023-08-22,2023-08-24,2,1,Slight Delay,2,2,1,Clear,Light
FK2023002657,2023-04-06,12,Thursday,0,0,0,Kochi,Kerala,South,Tier2,WH005,Hyderabad,1,Home & Kitchen,1801,14054.32,50,7027.16,Express,UPI,2,2,2023-04-08,2023-04-08,0,0,On Time,1,4,0,Fog,Light
FK2023002658,2023-02-04,7,Saturday,1,0,0,Bengaluru,Karnataka,South,Tier1,WH001,Delhi,0,Automotive,1854,4562.07,70,1368.62,Standard,Debit Card,7,7,2023-02-11,2023-02-11,0,0,On Time,1,5,0,Fog,Heavy
FK2023002659,2023-04-01,9,Saturday,1,0,0,Ranchi,Jharkhand,East,Tier3,WH008,Pune,0,Beauty,236,807.66,10,726.89,Standard,UPI,5,11,2023-04-06,2023-04-12,6,1,Severe Delay,2,1,0,Storm,Heavy
FK2023002660,2023-01-09,11,Monday,0,0,0,Coimbatore,Tamil Nadu,South,Tier3,WH002,Mumbai,0,Fashion,320,1824.01,5,1732.81,Standard,Cash on Delivery,6,8,2023-01-15,2023-01-17,2,1,Slight Delay,1,5,0,Rain,Moderate
FK2023002661,2023-04-02,5,Sunday,1,0,0,Bhopal,Madhya Pradesh,Central,Tier2,WH008,Pune,0,Furniture,13584,23463.36,25,17597.52,Same-Day,Cash on Delivery,1,1,2023-04-03,2023-04-03,0,0,On Time,1,4,0,Clear,Moderate
FK2023002662,2023-04-02,15,Sunday,1,0,0,Coimbatore,Tamil Nadu,South,Tier3,WH003,Bengaluru,1,Books,121,552.61,0,552.61,Standard,UPI,4,4,2023-04-06,2023-04-06,0,0,On Time,1,5,1,Fog,Moderate
FK2023002663,2023-03-29,8,Wednesday,0,0,0,Ranchi,Jharkhand,East,Tier3,WH001,Delhi,0,Furniture,3206,27349.14,50,13674.57,Standard,Credit Card,5,4,2023-04-03,2023-04-02,-1,0,Early,1,4,1,Clear,Heavy
FK2023002664,2023-07-21,1,Friday,0,0,1,Chennai,Tamil Nadu,South,Tier1,WH001,Delhi,0,Grocery,1896,235.08,10,211.57,Standard,Cash on Delivery,5,5,2023-07-26,2023-07-26,0,0,On Time,1,4,0,Rain,Heavy
FK2023002665,2023-05-04,13,Thursday,0,0,0,Raipur,Chhattisgarh,Central,Tier3,WH005,Hyderabad,0,Grocery,816,911.83,15,775.06,Standard,Cash on Delivery,6,7,2023-05-10,2023-05-11,1,1,Slight Delay,1,4,0,Fog,Moderate
FK2023002666,2023-03-31,14,Friday,0,0,0,Amritsar,Punjab,North,Tier3,WH004,Kolkata,0,Home & Kitchen,1102,2466.44,70,739.93,Express,Cash on Delivery,3,5,2023-04-03,2023-04-05,2,1,Slight Delay,1,4,0,Clear,Heavy
FK2023002667,2023-11-07,16,Tuesday,0,0,0,Delhi,Delhi,North,Tier1,WH007,Chandigarh,1,Home & Kitchen,3468,5509.86,0,5509.86,Standard,Net Banking,4,6,2023-11-11,2023-11-13,2,1,Slight Delay,1,2,0,Rain,Light
FK2023002668,2023-08-24,14,Thursday,0,0,0,Jabalpur,Madhya Pradesh,Central,Tier3,WH007,Chandigarh,0,Furniture,9261,41720.11,50,20860.06,Standard,Credit Card,7,7,2023-08-31,2023-08-31,0,0,On Time,1,4,0,Rain,Moderate
FK2023002669,2023-07-26,13,Wednesday,0,0,0,Jabalpur,Madhya Pradesh,Central,Tier3,WH006,Bhopal,1,Automotive,4924,18418.83,60,7367.53,Standard,Net Banking,4,4,2023-07-30,2023-07-30,0,0,On Time,1,5,0,Rain,Moderate
FK2023002670,2023-05-09,20,Tuesday,0,0,0,Jabalpur,Madhya Pradesh,Central,Tier3,WH003,Bengaluru,0,Furniture,4763,6715.83,40,4029.5,Standard,Cash on Delivery,5,10,2023-05-14,2023-05-19,5,1,Moderate Delay,2,1,0,Fog,Heavy
FK2023002671,2023-01-19,9,Thursday,0,0,0,Bengaluru,Karnataka,South,Tier1,WH006,Bhopal,0,Sports,862,3459.88,5,3286.89,Standard,UPI,7,8,2023-01-26,2023-01-27,1,1,Slight Delay,1,4,0,Rain,Light
FK2023002672,2023-07-31,19,Monday,0,0,0,Surat,Gujarat,West,Tier2,WH005,Hyderabad,0,Toys,920,3733.0,0,3733.0,Standard,UPI,6,6,2023-08-06,2023-08-06,0,0,On Time,1,5,0,Clear,Moderate
FK2023002673,2023-09-07,19,Thursday,0,0,0,Bengaluru,Karnataka,South,Tier1,WH004,Kolkata,0,Beauty,332,1634.46,70,490.34,Express,UPI,3,2,2023-09-10,2023-09-09,-1,0,Early,1,4,0,Rain,Moderate
FK2023002674,2023-03-17,20,Friday,0,0,0,Nagpur,Maharashtra,West,Tier2,WH003,Bengaluru,0,Sports,2641,5889.5,30,4122.65,Standard,UPI,5,9,2023-03-22,2023-03-26,4,1,Moderate Delay,3,2,0,Storm,Heavy
FK2023002675,2023-03-14,9,Tuesday,0,0,0,Jaipur,Rajasthan,North,Tier2,WH008,Pune,0,Sports,2134,660.92,40,396.55,Standard,Debit Card,6,6,2023-03-20,2023-03-20,0,0,On Time,1,5,0,Fog,Moderate
FK2023002676,2023-08-27,22,Sunday,1,0,0,Ahmedabad,Gujarat,West,Tier1,WH004,Kolkata,0,Grocery,4465,804.81,10,724.33,Express,Debit Card,3,8,2023-08-30,2023-09-04,5,1,Moderate Delay,3,2,0,Rain,Moderate
FK2023002677,2023-08-01,5,Tuesday,0,0,0,Jaipur,Rajasthan,North,Tier2,WH003,Bengaluru,0,Fashion,394,2277.01,20,1821.61,Standard,Cash on Delivery,6,6,2023-08-07,2023-08-07,0,0,On Time,1,5,0,Clear,Moderate
FK2023002678,2023-01-28,13,Saturday,1,0,0,Guwahati,Assam,East,Tier3,WH007,Chandigarh,0,Beauty,499,1076.72,5,1022.88,Standard,Debit Card,7,7,2023-02-04,2023-02-04,0,0,On Time,1,5,0,Clear,Light
FK2023002679,2023-05-31,11,Wednesday,0,0,0,Ranchi,Jharkhand,East,Tier3,WH008,Pune,0,Electronics,532,24297.69,40,14578.61,Standard,Credit Card,5,4,2023-06-05,2023-06-04,-1,0,Early,1,4,0,Clear,Moderate
FK2023002680,2023-06-30,8,Friday,0,0,0,Bhubaneswar,Odisha,East,Tier2,WH005,Hyderabad,0,Furniture,7886,16367.37,10,14730.63,Express,Cash on Delivery,3,3,2023-07-03,2023-07-03,0,0,On Time,1,5,0,Clear,Light
FK2023002681,2023-01-06,10,Friday,0,0,0,Jaipur,Rajasthan,North,Tier2,WH005,Hyderabad,0,Electronics,711,26155.0,0,26155.0,Express,EMI,3,3,2023-01-09,2023-01-09,0,0,On Time,1,5,0,Clear,Moderate
FK2023002682,2023-09-18,18,Monday,0,0,0,Mysuru,Karnataka,South,Tier3,WH006,Bhopal,0,Electronics,2932,54196.28,40,32517.77,Standard,UPI,6,6,2023-09-24,2023-09-24,0,0,On Time,1,5,0,Fog,Moderate
FK2023002683,2023-06-21,10,Wednesday,0,0,0,Jabalpur,Madhya Pradesh,Central,Tier3,WH006,Bhopal,1,Automotive,2675,7881.2,25,5910.9,Express,UPI,2,4,2023-06-23,2023-06-25,2,1,Slight Delay,2,3,0,Storm,Moderate
FK2023002684,2023-05-26,21,Friday,0,0,0,Kolkata,West Bengal,East,Tier1,WH002,Mumbai,0,Grocery,550,768.6,40,461.16,Standard,UPI,6,6,2023-06-01,2023-06-01,0,0,On Time,1,3,0,Clear,Light
FK2023002685,2023-09-21,18,Thursday,0,0,0,Amritsar,Punjab,North,Tier3,WH002,Mumbai,0,Home & Kitchen,2391,7704.53,30,5393.17,Standard,UPI,6,7,2023-09-27,2023-09-28,1,1,Slight Delay,2,3,0,Storm,Heavy
FK2023002686,2023-12-05,11,Tuesday,0,0,0,Vadodara,Gujarat,West,Tier2,WH005,Hyderabad,0,Home & Kitchen,3573,3508.96,10,3158.06,Express,Credit Card,3,5,2023-12-08,2023-12-10,2,1,Slight Delay,1,4,0,Rain,Heavy
FK2023002687,2023-04-11,16,Tuesday,0,0,0,Agra,Uttar Pradesh,North,Tier3,WH007,Chandigarh,1,Sports,2866,4465.52,30,3125.86,Express,Net Banking,2,7,2023-04-13,2023-04-18,5,1,Moderate Delay,3,2,1,Rain,Moderate
FK2023002688,2023-04-23,22,Sunday,1,0,0,Delhi,Delhi,North,Tier1,WH005,Hyderabad,0,Electronics,3212,31692.77,10,28523.49,Express,UPI,3,3,2023-04-26,2023-04-26,0,0,On Time,1,5,0,Clear,Heavy
FK2023002689,2023-04-10,19,Monday,0,0,0,Nagpur,Maharashtra,West,Tier2,WH004,Kolkata,0,Beauty,190,1193.2,10,1073.88,Standard,Credit Card,6,10,2023-04-16,2023-04-20,4,1,Moderate Delay,2,1,1,Fog,Heavy
FK2023002690,2023-10-08,18,Sunday,1,0,1,Raipur,Chhattisgarh,Central,Tier3,WH004,Kolkata,0,Electronics,1457,53023.36,5,50372.19,Standard,UPI,5,12,2023-10-13,2023-10-20,7,1,Severe Delay,2,1,1,Clear,Heavy
FK2023002691,2023-01-20,17,Friday,0,0,0,Siliguri,West Bengal,East,Tier3,WH008,Pune,0,Fashion,727,4643.07,15,3946.61,Express,UPI,3,3,2023-01-23,2023-01-23,0,0,On Time,1,4,0,Clear,Light
FK2023002692,2023-08-28,20,Monday,0,0,0,Mysuru,Karnataka,South,Tier3,WH008,Pune,0,Fashion,422,2558.41,5,2430.49,Express,Net Banking,3,3,2023-08-31,2023-08-31,0,0,On Time,1,5,0,Clear,Light
FK2023002693,2023-12-09,18,Saturday,1,0,0,Ahmedabad,Gujarat,West,Tier1,WH006,Bhopal,0,Grocery,2524,59.67,20,47.74,Express,Credit Card,3,3,2023-12-12,2023-12-12,0,0,On Time,1,5,1,Clear,Heavy
FK2023002694,2023-10-23,17,Monday,0,0,0,Gwalior,Madhya Pradesh,Central,Tier3,WH006,Bhopal,1,Toys,908,3654.82,50,1827.41,Standard,UPI,3,4,2023-10-26,2023-10-27,1,1,Slight Delay,2,3,0,Fog,Moderate
FK2023002695,2023-12-08,10,Friday,0,0,0,Gwalior,Madhya Pradesh,Central,Tier3,WH005,Hyderabad,0,Automotive,3607,14551.19,15,12368.51,Standard,Debit Card,5,9,2023-12-13,2023-12-17,4,1,Moderate Delay,2,1,0,Rain,Heavy
FK2023002696,2023-01-12,10,Thursday,0,0,0,Surat,Gujarat,West,Tier2,WH005,Hyderabad,0,Toys,1669,501.61,50,250.81,Standard,Credit Card,6,6,2023-01-18,2023-01-18,0,0,On Time,1,5,0,Clear,Moderate
FK2023002697,2023-09-13,14,Wednesday,0,0,0,Mumbai,Maharashtra,West,Tier1,WH005,Hyderabad,0,Sports,2329,4436.36,5,4214.54,Standard,UPI,5,5,2023-09-18,2023-09-18,0,0,On Time,1,5,0,Rain,Light
FK2023002698,2023-10-12,16,Thursday,0,0,1,Chennai,Tamil Nadu,South,Tier1,WH004,Kolkata,0,Grocery,1209,796.01,10,716.41,Standard,Cash on Delivery,5,4,2023-10-17,2023-10-16,-1,0,Early,1,4,0,Clear,Moderate
FK2023002699,2023-12-24,9,Sunday,1,0,1,Gwalior,Madhya Pradesh,Central,Tier3,WH006,Bhopal,1,Beauty,120,1133.61,30,793.53,Standard,UPI,4,5,2023-12-28,2023-12-29,1,1,Slight Delay,1,3,0,Fog,Moderate
FK2023002700,2023-10-18,8,Wednesday,0,0,0,Patna,Bihar,East,Tier3,WH002,Mumbai,0,Books,534,405.55,10,365.0,Standard,UPI,7,7,2023-10-25,2023-10-25,0,0,On Time,1,5,0,Rain,Heavy
FK2023002701,2023-09-04,15,Monday,0,0,0,Lucknow,Uttar Pradesh,North,Tier2,WH001,Delhi,1,Beauty,228,609.72,30,426.8,Same-Day,Debit Card,1,1,2023-09-05,2023-09-05,0,0,On Time,1,5,0,Clear,Moderate
FK2023002702,2023-08-10,16,Thursday,0,0,0,Kochi,Kerala,South,Tier2,WH008,Pune,0,Electronics,2264,2514.03,25,1885.52,Express,UPI,3,3,2023-08-13,2023-08-13,0,0,On Time,1,5,0,Storm,Light
FK2023002703,2023-07-09,13,Sunday,1,0,0,Lucknow,Uttar Pradesh,North,Tier2,WH004,Kolkata,0,Grocery,1075,632.93,40,379.76,Standard,UPI,6,8,2023-07-15,2023-07-17,2,1,Slight Delay,1,3,0,Clear,Moderate
FK2023002704,2023-10-29,9,Sunday,1,0,0,Kochi,Kerala,South,Tier2,WH007,Chandigarh,0,Books,740,511.3,20,409.04,Standard,EMI,5,6,2023-11-03,2023-11-04,1,1,Slight Delay,2,4,0,Fog,Moderate
FK2023002705,2023-11-09,8,Thursday,0,0,0,Hyderabad,Telangana,South,Tier1,WH003,Bengaluru,1,Automotive,4434,5123.09,25,3842.32,Standard,Credit Card,4,5,2023-11-13,2023-11-14,1,1,Slight Delay,2,3,0,Rain,Moderate
FK2023002706,2023-02-12,22,Sunday,1,0,0,Delhi,Delhi,North,Tier1,WH002,Mumbai,0,Electronics,4238,6821.59,10,6139.43,Standard,UPI,7,7,2023-02-19,2023-02-19,0,0,On Time,1,5,0,Fog,Heavy
FK2023002707,2023-08-08,10,Tuesday,0,0,0,Mumbai,Maharashtra,West,Tier1,WH003,Bengaluru,0,Electronics,1100,2874.46,0,2874.46,Express,Cash on Delivery,3,4,2023-08-11,2023-08-12,1,1,Slight Delay,1,4,0,Fog,Light
FK2023002708,2023-08-30,14,Wednesday,0,0,0,Bengaluru,Karnataka,South,Tier1,WH003,Bengaluru,1,Sports,1857,1221.5,25,916.12,Express,EMI,2,2,2023-09-01,2023-09-01,0,0,On Time,1,5,0,Clear,Light
FK2023002709,2023-12-14,15,Thursday,0,0,0,Siliguri,West Bengal,East,Tier3,WH002,Mumbai,0,Electronics,4290,32400.3,10,29160.27,Standard,UPI,6,10,2023-12-20,2023-12-24,4,1,Moderate Delay,2,1,1,Rain,Moderate
FK2023002710,2023-06-19,23,Monday,0,0,0,Delhi,Delhi,North,Tier1,WH002,Mumbai,0,Electronics,1735,10488.26,60,4195.3,Standard,UPI,5,5,2023-06-24,2023-06-24,0,0,On Time,1,5,0,Clear,Light
FK2023002711,2023-04-09,13,Sunday,1,0,0,Kochi,Kerala,South,Tier2,WH008,Pune,0,Fashion,638,591.4,20,473.12,Standard,UPI,7,7,2023-04-16,2023-04-16,0,0,On Time,1,5,0,Rain,Light
FK2023002712,2023-05-30,11,Tuesday,0,0,0,Gwalior,Madhya Pradesh,Central,Tier3,WH002,Mumbai,0,Automotive,1495,11039.82,20,8831.86,Standard,UPI,5,13,2023-06-04,2023-06-12,8,1,Severe Delay,1,2,1,Clear,Moderate
FK2023002713,2023-02-03,20,Friday,0,0,0,Nagpur,Maharashtra,West,Tier2,WH005,Hyderabad,0,Home & Kitchen,871,5933.46,70,1780.04,Standard,EMI,7,10,2023-02-10,2023-02-13,3,1,Moderate Delay,2,1,1,Storm,Heavy
FK2023002714,2023-09-21,23,Thursday,0,0,0,Chandigarh,Punjab,North,Tier2,WH004,Kolkata,0,Sports,1467,1443.51,0,1443.51,Standard,UPI,6,8,2023-09-27,2023-09-29,2,1,Slight Delay,1,3,0,Fog,Heavy
FK2023002715,2023-06-23,20,Friday,0,0,0,Mysuru,Karnataka,South,Tier3,WH008,Pune,0,Grocery,1154,769.06,25,576.79,Standard,Credit Card,7,7,2023-06-30,2023-06-30,0,0,On Time,1,4,0,Clear,Light
FK2023002716,2023-06-06,17,Tuesday,0,0,0,Siliguri,West Bengal,East,Tier3,WH007,Chandigarh,0,Beauty,137,1315.7,15,1118.35,Standard,Debit Card,6,9,2023-06-12,2023-06-15,3,1,Moderate Delay,2,1,0,Storm,Heavy
FK2023002717,2023-12-08,14,Friday,0,0,0,Bhubaneswar,Odisha,East,Tier2,WH004,Kolkata,1,Grocery,639,959.73,10,863.76,Express,UPI,2,2,2023-12-10,2023-12-10,0,0,On Time,1,4,0,Rain,Light
FK2023002718,2023-12-27,17,Wednesday,0,0,0,Bengaluru,Karnataka,South,Tier1,WH002,Mumbai,0,Electronics,2849,20792.2,60,8316.88,Standard,Credit Card,5,8,2024-01-01,2024-01-04,3,1,Moderate Delay,3,2,1,Rain,Moderate
FK2023002719,2023-03-17,19,Friday,0,0,0,Chandigarh,Punjab,North,Tier2,WH003,Bengaluru,0,Home & Kitchen,7158,6445.31,5,6123.04,Standard,Debit Card,6,9,2023-03-23,2023-03-26,3,1,Moderate Delay,2,2,0,Fog,Heavy
FK2023002720,2023-06-20,13,Tuesday,0,0,0,Ranchi,Jharkhand,East,Tier3,WH004,Kolkata,1,Grocery,3448,541.26,30,378.88,Standard,Debit Card,4,4,2023-06-24,2023-06-24,0,0,On Time,1,4,0,Clear,Moderate
FK2023002721,2023-03-04,16,Saturday,1,0,0,Ujjain,Madhya Pradesh,Central,Tier3,WH005,Hyderabad,0,Books,762,172.68,40,103.61,Standard,UPI,7,7,2023-03-11,2023-03-11,0,0,On Time,1,4,0,Fog,Heavy
FK2023002722,2023-01-18,15,Wednesday,0,0,0,Bhubaneswar,Odisha,East,Tier2,WH007,Chandigarh,0,Books,454,586.35,25,439.76,Standard,Credit Card,5,5,2023-01-23,2023-01-23,0,0,On Time,1,5,0,Rain,Light
FK2023002723,2023-01-26,12,Thursday,0,1,0,Lucknow,Uttar Pradesh,North,Tier2,WH007,Chandigarh,1,Home & Kitchen,2329,13626.63,40,8175.98,Standard,UPI,4,4,2023-01-30,2023-01-30,0,0,On Time,1,4,0,Rain,Light
FK2023002724,2023-12-04,10,Monday,0,0,0,Vadodara,Gujarat,West,Tier2,WH006,Bhopal,0,Grocery,1391,232.26,10,209.03,Standard,EMI,6,6,2023-12-10,2023-12-10,0,0,On Time,1,4,1,Clear,Heavy
FK2023002725,2023-12-29,16,Friday,0,0,0,Vadodara,Gujarat,West,Tier2,WH006,Bhopal,0,Automotive,3194,9814.18,10,8832.76,Standard,Credit Card,5,6,2024-01-03,2024-01-04,1,1,Slight Delay,1,3,0,Fog,Moderate
FK2023002726,2023-03-26,22,Sunday,1,0,0,Guwahati,Assam,East,Tier3,WH002,Mumbai,0,Grocery,4677,595.78,25,446.83,Same-Day,EMI,1,1,2023-03-27,2023-03-27,0,0,On Time,1,5,0,Clear,Heavy
FK2023002727,2023-03-17,17,Friday,0,0,0,Jaipur,Rajasthan,North,Tier2,WH004,Kolkata,0,Furniture,4909,18289.17,60,7315.67,Standard,UPI,6,6,2023-03-23,2023-03-23,0,0,On Time,1,4,0,Clear,Light
FK2023002728,2023-05-23,15,Tuesday,0,0,0,Mysuru,Karnataka,South,Tier3,WH003,Bengaluru,1,Beauty,496,375.54,0,375.54,Standard,Credit Card,3,5,2023-05-26,2023-05-28,2,1,Slight Delay,1,3,0,Fog,Moderate
FK2023002729,2023-11-20,7,Monday,0,0,0,Siliguri,West Bengal,East,Tier3,WH006,Bhopal,0,Automotive,1637,16266.78,25,12200.09,Express,UPI,3,3,2023-11-23,2023-11-23,0,0,On Time,1,5,0,Clear,Moderate
FK2023002730,2023-06-22,9,Thursday,0,0,0,Delhi,Delhi,North,Tier1,WH008,Pune,0,Furniture,6532,29844.41,15,25367.75,Same-Day,Credit Card,1,1,2023-06-23,2023-06-23,0,0,On Time,1,5,0,Clear,Moderate
FK2023002731,2023-04-19,15,Wednesday,0,0,0,Hyderabad,Telangana,South,Tier1,WH005,Hyderabad,1,Furniture,8397,36387.19,30,25471.03,Standard,UPI,3,3,2023-04-22,2023-04-22,0,0,On Time,1,5,0,Rain,Moderate
FK2023002732,2023-08-11,13,Friday,0,0,0,Chandigarh,Punjab,North,Tier2,WH005,Hyderabad,0,Furniture,8962,30809.9,40,18485.94,Express,Cash on Delivery,3,3,2023-08-14,2023-08-14,0,0,On Time,1,5,0,Clear,Moderate
FK2023002733,2023-01-23,21,Monday,0,0,0,Patna,Bihar,East,Tier3,WH001,Delhi,0,Beauty,271,1485.29,60,594.12,Standard,UPI,7,9,2023-01-30,2023-02-01,2,1,Slight Delay,2,2,1,Clear,Heavy
FK2023002734,2023-02-02,16,Thursday,0,0,0,Surat,Gujarat,West,Tier2,WH008,Pune,1,Automotive,2187,8649.79,60,3459.92,Standard,UPI,3,3,2023-02-05,2023-02-05,0,0,On Time,1,5,0,Storm,Moderate
FK2023002735,2023-06-11,19,Sunday,1,0,0,Indore,Madhya Pradesh,Central,Tier2,WH008,Pune,0,Sports,502,4313.89,20,3451.11,Express,Debit Card,3,3,2023-06-14,2023-06-14,0,0,On Time,1,5,0,Fog,Moderate
FK2023002736,2023-11-30,16,Thursday,0,0,0,Jaipur,Rajasthan,North,Tier2,WH005,Hyderabad,0,Beauty,81,223.41,20,178.73,Same-Day,UPI,1,1,2023-12-01,2023-12-01,0,0,On Time,1,4,0,Rain,Moderate
FK2023002737,2023-01-03,15,Tuesday,0,0,1,Indore,Madhya Pradesh,Central,Tier2,WH001,Delhi,0,Books,416,743.26,40,445.96,Standard,Debit Card,5,9,2023-01-08,2023-01-12,4,1,Moderate Delay,1,2,1,Clear,Heavy
FK2023002738,2023-07-23,8,Sunday,1,0,1,Chandigarh,Punjab,North,Tier2,WH001,Delhi,1,Fashion,570,3472.55,20,2778.04,Standard,Cash on Delivery,4,5,2023-07-27,2023-07-28,1,1,Slight Delay,1,2,0,Storm,Light
FK2023002739,2023-01-09,14,Monday,0,0,0,Ujjain,Madhya Pradesh,Central,Tier3,WH005,Hyderabad,0,Automotive,2514,19037.24,70,5711.17,Standard,UPI,5,7,2023-01-14,2023-01-16,2,1,Slight Delay,1,4,0,Rain,Moderate
FK2023002740,2023-09-12,18,Tuesday,0,0,0,Indore,Madhya Pradesh,Central,Tier2,WH005,Hyderabad,0,Fashion,739,1266.28,15,1076.34,Standard,Credit Card,6,8,2023-09-18,2023-09-20,2,1,Slight Delay,1,4,0,Storm,Heavy
FK2023002741,2023-10-15,22,Sunday,1,0,0,Bhubaneswar,Odisha,East,Tier2,WH004,Kolkata,1,Electronics,3840,6500.07,70,1950.02,Standard,Debit Card,4,4,2023-10-19,2023-10-19,0,0,On Time,1,5,0,Clear,Moderate
FK2023002742,2023-02-10,21,Friday,0,0,0,Siliguri,West Bengal,East,Tier3,WH004,Kolkata,1,Grocery,1724,110.25,0,110.25,Standard,Cash on Delivery,3,3,2023-02-13,2023-02-13,0,0,On Time,1,5,0,Clear,Light
FK2023002743,2023-03-08,9,Wednesday,0,1,0,Bhubaneswar,Odisha,East,Tier2,WH005,Hyderabad,0,Sports,615,4804.88,30,3363.42,Standard,Debit Card,5,4,2023-03-13,2023-03-12,-1,0,Early,1,3,0,Clear,Moderate
FK2023002744,2023-08-07,10,Monday,0,0,0,Mysuru,Karnataka,South,Tier3,WH003,Bengaluru,1,Toys,1356,2868.91,5,2725.46,Same-Day,Cash on Delivery,1,0,2023-08-08,2023-08-07,-1,0,Early,1,5,0,Clear,Heavy
FK2023002745,2023-05-28,16,Sunday,1,0,0,Ranchi,Jharkhand,East,Tier3,WH002,Mumbai,0,Fashion,536,1129.69,10,1016.72,Express,UPI,3,3,2023-05-31,2023-05-31,0,0,On Time,1,3,0,Rain,Light
FK2023002746,2023-03-04,20,Saturday,1,0,0,Jaipur,Rajasthan,North,Tier2,WH002,Mumbai,0,Sports,2490,4811.4,10,4330.26,Standard,Debit Card,5,5,2023-03-09,2023-03-09,0,0,On Time,1,5,0,Rain,Light
FK2023002747,2023-08-20,11,Sunday,1,0,0,Kolkata,West Bengal,East,Tier1,WH008,Pune,0,Furniture,16782,25392.44,5,24122.82,Standard,UPI,6,6,2023-08-26,2023-08-26,0,0,On Time,1,5,0,Clear,Heavy
FK2023002748,2023-12-09,8,Saturday,1,0,0,Raipur,Chhattisgarh,Central,Tier3,WH002,Mumbai,0,Toys,788,4318.08,5,4102.18,Express,UPI,3,2,2023-12-12,2023-12-11,-1,0,Early,1,5,0,Clear,Light
FK2023002749,2023-06-30,11,Friday,0,0,0,Kochi,Kerala,South,Tier2,WH004,Kolkata,0,Furniture,18049,13340.5,20,10672.4,Standard,UPI,7,11,2023-07-07,2023-07-11,4,1,Moderate Delay,2,2,0,Clear,Heavy
FK2023002750,2023-01-10,13,Tuesday,0,0,0,Bhopal,Madhya Pradesh,Central,Tier2,WH002,Mumbai,0,Home & Kitchen,6475,1959.6,10,1763.64,Express,Debit Card,3,6,2023-01-13,2023-01-16,3,1,Moderate Delay,2,2,1,Storm,Moderate
FK2023002751,2023-06-25,9,Sunday,1,0,0,Coimbatore,Tamil Nadu,South,Tier3,WH004,Kolkata,0,Grocery,4217,762.27,70,228.68,Standard,Cash on Delivery,6,11,2023-07-01,2023-07-06,5,1,Moderate Delay,3,2,0,Fog,Heavy
